Sector,Purchase
Finance,38799
Retail,24722
Retail,44438
Retail,19904
Finance,36059
Finance,44041
Retail,4116
Finance,13535
Finance,73059
Retail,83732
Finance,27199
Finance,114270
Finance,68418
Finance,62307
Retail,39648
Finance,7933
Finance,27587
Finance,2909
Finance,106584
Finance,9893
Retail,44398
Finance,6131
Finance,16815
Finance,44167
Finance,36557
Finance,21374
Retail,225093
Retail,45053
Finance,19994
Finance,78560
Finance,38154
Retail,41253
Retail,25743
Finance,12921
Retail,49246
Retail,31589
Retail,14474
Retail,12497
Finance,53676
Finance,54341
Retail,37278
Finance,38493
Retail,273118
Finance,8489
Retail,2120
Finance,2309
Retail,24381
Finance,73776
Finance,74532
Retail,5277
Finance,2433
Retail,22534
Finance,12028
Finance,79942
Retail,17293
Finance,12550
Retail,14566
Retail,4208
Retail,8761
Retail,7208
Retail,8041
Retail,9470
Finance,59787
Finance,31833
Retail,7534
Retail,24715
Finance,3044
Finance,37839
Retail,26792
Finance,1312
Retail,44402
Retail,19470
Retail,14677
Retail,155704
Retail,34543
Retail,33626
Retail,82049
Finance,68716
Retail,1438
Retail,68595
Finance,14194
Retail,26132
Retail,62158
Finance,12717
Finance,39996
Retail,39332
Retail,38405
Finance,11836
Finance,17734
Retail,207621
Retail,52770
Finance,179933
Finance,41265
Retail,43729
Retail,87912
Retail,43619
Retail,4262
Retail,7447
Retail,68785
Finance,24493
Retail,719
Retail,910
Retail,44673
Retail,84380
Retail,33340
Retail,21674
Retail,74570
Finance,25933
Finance,21263
Retail,63843
Retail,9420
Finance,161339
Retail,68203
Retail,5496
Retail,65586
Retail,52525
Retail,19054
Retail,29109
Retail,3371
Finance,174877
Retail,4710
Finance,11298
Finance,3792
Retail,9164
Retail,80322
Retail,33858
Retail,34900
Finance,34879
Finance,12157
Finance,63324
Retail,47041
Finance,2861
Retail,36440
Retail,6405
Retail,55593
Retail,71876
Finance,1232
Finance,17487
Retail,11963
Retail,804
Retail,74973
Finance,23635
Retail,33577
Finance,39630
Retail,6396
Retail,1028
Retail,20442
Retail,6771
Retail,76313
Finance,61425
Retail,101335
Finance,47573
Retail,48153
Retail,7850
Finance,15233
Retail,20950
Retail,794
Finance,107742
Retail,94338
Finance,26141
Finance,36304
Retail,49065
Retail,12486
Finance,54342
Retail,44198
Retail,539
Retail,26173
Finance,43424
Finance,128595
Retail,56385
Retail,95284
Retail,11993
Finance,96972
Finance,13054
Finance,6633
Retail,4085
Finance,29985
Finance,33153
Finance,7797
Retail,12546
Finance,145115
Retail,16371
Retail,15548
Retail,19378
Retail,110892
Retail,13098
Finance,117
Finance,11272
Finance,6205
Retail,21900
Finance,61875
Finance,47079
Retail,1620
Retail,45584
Finance,3521
Retail,31360
Retail,76986
Finance,42411
Retail,14220
Finance,77394
Finance,31559
Retail,22158
Retail,46677
Finance,37456
Finance,87317
Retail,9660
Retail,112580
Retail,12548
Finance,756
Retail,7833
Finance,60612
Finance,21774
Finance,19406
Finance,73903
Finance,2120
Finance,135460
Finance,3602
Retail,13700
Finance,27514
Finance,21701
Retail,15817
Finance,71262
Finance,20958
Retail,40463
Finance,20198
Finance,38818
Finance,33548
Retail,19801
Retail,2366
Finance,62922
Finance,12597
Retail,37050
Finance,6303
Retail,103637
Retail,44138
Retail,882
Finance,91198
Retail,9710
Retail,12851
Finance,10533
Retail,34471
Retail,57979
Retail,16558
Retail,1892
Finance,18854
Retail,17803
Retail,263319
Finance,28680
Retail,29575
Retail,4632
Finance,29694
Retail,217300
Retail,186686
Retail,1169
Finance,33970
Retail,36975
Retail,23456
Finance,67823
Finance,112150
Retail,41995
Finance,2196
Finance,19008
Finance,225587
Finance,15636
Finance,5535
Retail,26787
Finance,45112
Finance,52889
Finance,91074
Retail,102832
Finance,189382
Retail,2721
Finance,2256
Retail,23906
Retail,33208
Finance,10774
Retail,45822
Finance,8892
Retail,150639
Finance,7559
Retail,282197
Finance,27770
Retail,7279
Finance,32136
Finance,7144
Finance,55215
Finance,27850
Retail,16196
Retail,29986
Finance,8527
Finance,100627
Finance,14078
Retail,85840
Retail,8275
Retail,13096
Retail,127694
Retail,64428
Retail,118860
Finance,35143
Finance,970
Finance,5300
Finance,16304
Retail,31046
Retail,68687
Retail,3144
Finance,1026
Retail,33690
Finance,52586
Retail,39495
Retail,47225
Retail,42559
Retail,8415
Finance,70075
Retail,11580
Finance,59447
Finance,161400
Retail,16719
Finance,34125
Finance,53570
Finance,11317
Retail,14412
Finance,112281
Finance,5798
Finance,24821
Finance,5094
Retail,25880
Finance,34993
Retail,68582
Retail,9969
Retail,79055
Finance,17079
Finance,3931
Retail,8087
Retail,42880
Finance,7748
Finance,68947
Finance,32201
Retail,9158
Finance,25117
Retail,15363
Retail,101206
Retail,33001
Finance,33542
Finance,49293
Finance,15817
Finance,3742
Finance,15063
Retail,22738
Finance,7392
Retail,44443
Retail,21763
Finance,26313
Finance,36934
Finance,18821
Retail,137087
Finance,4907
Finance,44316
Retail,12039
Finance,28193
Finance,21149
Finance,40021
Finance,24748
Retail,135929
Retail,13765
Retail,45582
Retail,23852
Finance,8861
Retail,20485
Finance,74400
Finance,35044
Retail,120613
Finance,86215
Retail,7106
Retail,10227
Retail,48820
Finance,60716
Finance,26695
Retail,6202
Retail,16899
Retail,4758
Finance,22783
Retail,23020
Finance,2403
Retail,35387
Finance,49563
Finance,13077
Retail,12830
Retail,2218
Finance,20895
Finance,10464
Finance,7133
Retail,24773
Finance,54543
Finance,7701
Retail,62445
Retail,78711
Retail,28040
Finance,40617
Finance,21337
Retail,14134
Finance,29912
Finance,28660
Finance,84591
Retail,14477
Retail,40795
Finance,1707
Finance,28645
Finance,127694
Finance,109881
Finance,9907
Retail,77865
Finance,19375
Retail,78872
Finance,29854
Finance,63892
Finance,36019
Finance,33192
Finance,6793
Finance,13154
Finance,6091
Finance,11565
Finance,403
Retail,5256
Retail,133092
Finance,2251
Finance,121833
Finance,10314
Finance,136281
Retail,19479
Retail,16461
Finance,11194
Finance,32652
Retail,9441
Finance,259076
Finance,73721
Retail,96081
Finance,7541
Retail,51866
Retail,56830
Finance,10398
Finance,33446
Retail,47320
Finance,15268
Finance,28150
Finance,35620
Retail,58425
Retail,55561
Retail,7735
Retail,34892
Retail,21168
Retail,160926
Finance,858
Retail,5362
Finance,24341
Retail,17615
Finance,67294
Retail,4359
Finance,46088
Retail,27358
Retail,11512
Retail,28985
Finance,69240
Retail,22774
Finance,122575
Retail,32413
Finance,24686
Finance,6710
Finance,4280
Finance,43003
Retail,10902
Retail,14498
Finance,17158
Retail,42197
Finance,19731
Retail,533
Finance,26860
Finance,4529
Retail,48385
Finance,24105
Retail,84174
Retail,49322
Retail,40313
Finance,7614
Finance,4338
Retail,2303
Retail,2618
Finance,34605
Retail,441563
Retail,74094
Finance,14938
Retail,59613
Finance,74715
Finance,1746
Retail,36132
Retail,2597
Finance,77333
Retail,15608
Retail,19890
Finance,2909
Finance,35030
Retail,15378
Finance,136994
Finance,3530
Finance,3487
Finance,45403
Retail,164757
Retail,9453
Finance,71063
Retail,7494
Retail,82750
Retail,37655
Finance,36067
Retail,26132
Finance,9156
Retail,28630
Retail,12505
Retail,70533
Retail,58447
Finance,6683
Retail,17628
Retail,12189
Retail,208972
Finance,12206
Retail,113249
Finance,23155
Finance,5746
Retail,54833
Retail,75679
Retail,69319
Retail,70893
Retail,29853
Retail,27661
Finance,59852
Retail,88430
Finance,16252
Retail,29776
Retail,248857
Finance,76200
Retail,21775
Finance,10011
Retail,62582
Retail,39400
Retail,28531
Finance,57521
Finance,4350
Retail,1320
Retail,59401
Retail,35147
Retail,56373
Finance,22250
Finance,88767
Retail,61903
Finance,3044
Finance,48017
Finance,7610
Finance,46594
Retail,15560
Retail,16296
Retail,69129
Retail,9799
Finance,10454
Finance,1076
Finance,46107
Retail,65582
Finance,36600
Retail,24193
Retail,48495
Retail,28616
Finance,47009
Finance,8071
Finance,85771
Retail,143297
Finance,25870
Finance,169706
Retail,36829
Finance,8330
Finance,18223
Finance,191171
Retail,16187
Retail,33290
Retail,3378
Retail,11056
Retail,37339
Finance,54156
Finance,217059
Finance,34998
Retail,58436
Finance,2586
Retail,83039
Finance,22395
Finance,41562
Retail,2013
Finance,90163
Finance,24352
Finance,416
Finance,9998
Finance,13576
Retail,22219
Finance,12018
Retail,51449
Retail,19597
Finance,33297
Finance,26873
Finance,43506
Retail,7416
Retail,26616
Finance,80663
Finance,3718
Retail,23393
Finance,50847
Finance,113536
Finance,27848
Retail,3527
Finance,9584
Retail,28556
Retail,11561
Retail,118005
Finance,68526
Retail,26310
Finance,17033
Finance,28841
Retail,1353
Finance,6756
Finance,36373
Retail,2065
Finance,5379
Finance,223449
Finance,19646
Retail,168369
Retail,8025
Finance,72648
Retail,36874
Retail,9545
Finance,18587
Retail,3916
Retail,4396
Retail,29772
Retail,46860
Retail,1793
Finance,27644
Retail,136799
Retail,117432
Finance,77964
Retail,104673
Finance,46928
Retail,6271
Retail,142823
Retail,21649
Finance,3373
Finance,74688
Finance,32471
Retail,767
Finance,101067
Retail,13935
Retail,655
Retail,34497
Finance,35063
Retail,43444
Finance,28526
Finance,17075
Finance,34828
Retail,53512
Finance,20598
Retail,142495
Retail,56525
Retail,10815
Retail,74318
Finance,7965
Retail,24501
Finance,14744
Retail,52624
Finance,32229
Retail,121374
Retail,42944
Finance,2131
Finance,68028
Finance,72577
Finance,59174
Retail,52897
Retail,84947
Finance,1197
Finance,34701
Finance,21642
Finance,1006
Retail,19224
Retail,19489
Retail,11470
Finance,4292
Finance,10335
Finance,80730
Retail,78826
Finance,19521
Retail,11348
Retail,37772
Finance,9277
Finance,772
Retail,17925
Retail,87269
Retail,22339
Retail,29033
Retail,6125
Finance,28379
Finance,15749
Finance,87427
Retail,3485
Retail,6498
Retail,9442
Finance,9687
Finance,49561
Finance,27538
Finance,22383
Retail,165230
Retail,54489
Finance,37478
Finance,51772
Retail,66271
Retail,24308
Retail,3215
Retail,224487
Retail,97034
Retail,6600
Finance,9428
Retail,51082
Finance,10037
Retail,19182
Retail,13598
Retail,13118
Finance,39628
Finance,1492
Retail,65307
Finance,39273
Retail,12913
Finance,151
Finance,1840
Retail,5686
Finance,12667
Retail,1542
Retail,124631
Finance,45225
Retail,36412
Retail,169970
Finance,40604
Finance,16172
Finance,59334
Retail,9801
Finance,612
Retail,3691
Finance,19642
Finance,42144
Retail,33612
Finance,17567
Finance,18314
Retail,40205
Finance,11366
Retail,35451
Retail,3219
Retail,90141
Retail,65776
Finance,20363
Finance,60443
Finance,194129
Finance,18875
Retail,116583
Retail,96680
Finance,13014
Retail,72519
Retail,61273
Finance,58188
Finance,39188
Retail,25222
Finance,87216
Finance,9036
Retail,39255
Retail,23140
Retail,111005
Finance,2126
Finance,90719
Finance,2415
Retail,56117
Finance,5552
Finance,29996
Retail,49019
Retail,89229
Retail,6112
Retail,43008
Finance,71563
Retail,76566
Retail,31714
Finance,168251
Finance,6775
Retail,36842
Finance,167612
Retail,15675
Finance,47208
Retail,50835
Retail,52976
Retail,10539
Finance,18293
Finance,26003
Retail,6659
Retail,36135
Retail,11155
Retail,81635
Retail,41287
Retail,29319
Finance,30992
Finance,137819
Finance,2467
Retail,8092
Finance,67175
Retail,33272
Retail,5180
Retail,7293
Retail,21356
Retail,63457
Finance,3017
Retail,12789
Retail,38852
Retail,48990
Retail,73383
Finance,1943
Finance,18058
Finance,2289
Finance,12172
Retail,6726
Retail,3174
Retail,133425
Retail,13300
Finance,22941
Retail,137819
Retail,1370
Finance,40543
Retail,49997
Retail,59258
Retail,57553
Finance,36426
Retail,47545
Finance,1319
Finance,18169
Retail,40427
Finance,22600
Retail,11780
Finance,18053
Finance,29409
Finance,40822
Retail,139559
Finance,17375
Finance,63627
Retail,19434
Finance,3574
Finance,10827
Retail,5880
Retail,5217
Retail,18050
Finance,98316
Finance,35973
Retail,31348
Retail,12883
Finance,6194
Finance,124349
Retail,26387
Finance,135389
Finance,4702
Finance,41323
Retail,25133
Retail,685
Retail,17073
Retail,27596
Finance,15191
Finance,158653
Finance,131355
Retail,11292
Finance,25454
Retail,29776
Retail,3990
Finance,22996
Retail,12562
Retail,18728
Retail,8780
Retail,116142
Finance,18573
Retail,117484
Finance,10272
Finance,8662
Finance,44955
Retail,3097
Finance,41220
Finance,16115
Finance,65716
Retail,11848
Retail,68174
Finance,40320
Retail,25826
Finance,81809
Finance,77580
Finance,99525
Retail,55703
Retail,16680
Finance,42711
Finance,27902
Retail,31985
Retail,4757
Retail,3905
Finance,1756
Retail,54669
Retail,18172
Retail,8454
Retail,114696
Finance,18930
Retail,29945
Retail,96088
Finance,154086
Finance,4860
Finance,24453
Finance,4934
Finance,19308
Finance,65179
Finance,24227
Retail,26007
Finance,35489
Retail,136763
Finance,58142
Retail,3124
Retail,6049
Finance,86095
Retail,17373
Finance,90904
Finance,62864
Finance,139670
Retail,15568
Retail,18058
Retail,33393
Finance,15760
Finance,240418
Finance,179
Retail,6463
Finance,18981
Finance,54319
Finance,66260
Retail,1045
Finance,40488
Retail,59310
Retail,53505
Retail,30632
Finance,29064
Retail,152362
Finance,26132
Retail,57600
Retail,22203
Retail,12982
Finance,28690
Finance,7484
Finance,11325
Finance,19039
Finance,22782
Finance,12837
Finance,78730
Finance,2491
Retail,131948
Finance,196131
Finance,454
Retail,79574
Retail,5977
Finance,6737
Retail,68396
Finance,21716
Finance,6823
Finance,55419
Finance,44759
Retail,20464
Finance,46695
Finance,21885
Retail,12113
Retail,13491
Finance,119751
Finance,50111
Retail,14813
Finance,6456
Retail,13416
Retail,89709
Finance,12334
Retail,4965
Retail,114379
Retail,13361
Finance,36521
Finance,5171
Retail,81799
Finance,11829
Retail,15416
Retail,17396
Finance,141350
Finance,32927
Retail,3042
Finance,116951
Finance,3960
Retail,25476
Retail,10362
Retail,51424
Retail,8322
Finance,1541
Finance,2589
Retail,58099
Finance,32938
Finance,17685
Finance,66335
Finance,93158
Retail,125390
Retail,42586
Retail,17375
Finance,174371
Retail,289
Retail,14123
Retail,49016
Retail,8383
Finance,38394
Finance,65892
Retail,43213
Finance,47899
Retail,4546
Retail,36091
Retail,99345
Retail,5693
Retail,4791
Finance,35468
Retail,17751
Retail,14283
Finance,32778
Retail,90214
Finance,36199
Retail,5968
Finance,6927
Retail,8366
Finance,18141
Finance,10200
Retail,20715
Retail,12754
Finance,86206
Retail,50874
Retail,47096
Finance,73255
Finance,66654
Retail,20141
Finance,79706
Retail,86908
Finance,41977
Finance,1267
Finance,74666
Finance,21183
Retail,67553
Retail,12764
Finance,14763
Finance,46574
Retail,1038
Retail,5613
Finance,36508
Finance,66108
Finance,13983
Retail,22375
Finance,32760
Retail,217581
Retail,47842
Finance,103876
Finance,64733
Retail,38788
Retail,36206
Retail,843
Finance,39074
Finance,57294
Retail,24225
Finance,22117
Finance,17620
Retail,14973
Retail,63634
Finance,10221
Finance,12060
Retail,61067
Finance,16106
Finance,35653
Retail,1649
Finance,4394
Finance,65514
Finance,24239
Retail,57871
Retail,156843
Finance,66831
Retail,20562
Finance,7368
Retail,4055
Finance,52683
Finance,11018
Retail,2099
Retail,20589
Retail,34966
Retail,5576
Finance,4692
Finance,118190
Retail,28374
Finance,13641
Finance,1893
Finance,17247
Finance,50345
Retail,90089
Retail,44306
Retail,65794
Finance,18750
Finance,21685
Retail,8066
Retail,27890
Retail,50675
Retail,57769
Finance,18825
Finance,3427
Finance,66289
Finance,6784
Finance,154264
Finance,70067
Retail,34958
Retail,6524
Finance,82442
Retail,14054
Retail,55717
Finance,74560
Retail,3792
Finance,8751
Retail,5268
Finance,5935
Retail,13038
Finance,118449
Finance,17504
Finance,9156
Finance,54500
Retail,1361
Retail,189808
Retail,28845
Retail,139325
Retail,17242
Retail,50169
Retail,8710
Retail,10814
Retail,8793
Finance,12965
Retail,554
Finance,91827
Retail,22606
Retail,44752
Retail,10687
Finance,41289
Retail,39626
Finance,21361
Finance,16831
Finance,6263
Finance,17948
Finance,16297
Finance,5437
Retail,31935
Retail,85916
Finance,2507
Retail,25470
Finance,5384
Retail,15451
Retail,82701
Finance,16303
Finance,15443
Retail,74807
Finance,117866
Finance,29452
Finance,21799
Retail,101112
Retail,5900
Finance,106011
Retail,32832
Retail,20174
Retail,34561
Retail,38786
Retail,122888
Retail,29041
Retail,124750
Retail,45771
Finance,5596
Finance,46283
Finance,1450
Finance,90870
Finance,13625
Finance,21539
Retail,35635
Retail,37845
Finance,30681
Finance,111394
Retail,24640
Finance,29521
Retail,81751
Retail,18895
Finance,3999
Retail,528
Retail,8333
Finance,60956
Finance,7536
Retail,81965
Retail,938
Retail,13770
Retail,18488
Retail,55848
Finance,18948
Retail,22066
Finance,4618
Retail,53740
Retail,102510
Retail,35210
Finance,25613
Finance,103233
Retail,101628
Retail,8604
Finance,19367
Finance,12954
Retail,85457
Finance,399
Finance,9560
Retail,9662
Retail,111531
Finance,27546
Finance,1748
Retail,75020
Finance,6019
Finance,39944
Finance,9881
Finance,45161
Retail,1831
Retail,25711
Retail,14021
Retail,50835
Finance,14854
Retail,5416
Finance,11122
Finance,53040
Finance,18272
Finance,45946
Finance,17799
Retail,19008
Retail,9240
Retail,57719
Finance,110195
Retail,6132
Retail,118
Finance,15197
Retail,77692
Retail,77946
Finance,4368
Retail,27574
Finance,34558
Finance,5083
Finance,23670
Finance,4043
Retail,4055
Retail,86328
Retail,81
Finance,50338
Retail,98274
Finance,26688
Retail,95101
Finance,12310
Retail,44190
Finance,129398
Finance,87065
Retail,7069
Finance,53539
Finance,44642
Retail,26192
Finance,78208
Finance,38653
Finance,3500
Finance,1716
Finance,8928
Finance,27076
Retail,104494
Finance,22815
Retail,175170
Finance,14643
Finance,19048
Finance,105665
Retail,133328
Finance,64496
Retail,6475
Retail,23623
Finance,1808
Retail,16870
Retail,27161
Finance,2910
Finance,17341
Finance,39818
Retail,43632
Finance,53935
Retail,30006
Finance,19439
Retail,32996
Finance,41994
Finance,98139
Finance,33738
Finance,27620
Retail,30462
Finance,29307
Finance,80309
Finance,2225
Retail,98264
Retail,13903
Retail,33494
Retail,37638
Finance,26115
Retail,77160
Retail,8543
Finance,23277
Finance,23238
Retail,11625
Retail,63795
Retail,9281
Finance,9860
Finance,99123
Finance,40438
Retail,29726
Retail,124421
Retail,7193
Retail,68115
Retail,5038
Retail,8086
Retail,19398
Retail,146821
Retail,30652
Retail,50607
Finance,9405
Finance,7949
Finance,70044
Finance,52117
Retail,80549
Finance,9723
Retail,22318
Retail,57748
Retail,40567
Finance,16152
Retail,6024
Retail,10271
Retail,42311
Retail,38234
Finance,11391
Retail,16318
Finance,9883
Retail,896
Finance,14253
Finance,2389
Retail,28187
Retail,76815
Retail,44418
Retail,38994
Retail,10225
Finance,16755
Finance,41670
Finance,12578
Finance,142842
Finance,32023
Finance,17598
Finance,93205
Retail,26845
Finance,37209
Finance,5112
Retail,60536
Finance,41907
Finance,149259
Finance,37412
Finance,889
Finance,55011
Finance,5850
Finance,37768
Retail,22789
Finance,8900
Retail,8235
Finance,12182
Retail,160459
Finance,89452
Retail,14012
Retail,67483
Retail,7594
Finance,1983
Retail,17712
Retail,36084
Finance,108149
Retail,24089
Retail,18935
Retail,54906
Finance,31919
Retail,55812
Finance,29609
Finance,90865
Finance,28394
Finance,40647
Finance,966
Finance,148778
Finance,27134
Retail,26302
Retail,45031
Finance,62646
Finance,1862
Retail,22418
Finance,50684
Retail,14499
Retail,14295
Retail,15537
Finance,54889
Finance,29117
Finance,68582
Retail,23118
Finance,85180
Retail,40717
Finance,45486
Retail,30484
Retail,5490
Retail,59590
Retail,12415
Retail,13528
Finance,7229
Retail,11983
Retail,34554
Finance,107639
Finance,62502
Finance,23525
Retail,8999
Retail,10067
Finance,26107
Retail,6033
Retail,1253
Retail,7364
Retail,16722
Retail,2938
Finance,50858
Retail,6563
Finance,9537
Finance,150078
Finance,26980
Finance,61473
Finance,71229
Retail,17554
Retail,9600
Finance,41564
Retail,51304
Finance,68038
Retail,91402
Retail,119087
Retail,43565
Retail,35406
Finance,73818
Finance,55737
Finance,13264
Retail,34987
Finance,118741
Retail,11843
Finance,109614
Finance,7132
Finance,106986
Finance,11114
Retail,7
Finance,26523
Finance,8233
Retail,131851
Finance,20952
Finance,5174
Finance,18741
Retail,9127
Retail,8067
Retail,118090
Retail,52699
Finance,13018
Finance,11540
Retail,10745
Finance,25418
Finance,47112
Finance,29314
Retail,365
Retail,83682
Finance,30704
Retail,52664
Retail,4279
Finance,786
Retail,24508
Retail,12378
Retail,7979
Retail,128355
Retail,23971
Retail,12053
Finance,103028
Retail,12094
Finance,62287
Finance,66674
Finance,31525
Retail,59219
Retail,18712
Finance,124827
Retail,15594
Retail,31913
Retail,43552
Retail,37909
Retail,64323
Retail,13685
Retail,48797
Retail,100422
Finance,275
Finance,92263
Finance,71003
Finance,114159
Retail,52471
Retail,91483
Finance,37861
Finance,10964
Retail,7889
Retail,59280
Retail,18929
Retail,25741
Finance,7143
Finance,3201
Retail,6207
Finance,27728
Retail,4999
Retail,1354
Retail,8052
Finance,67098
Retail,13147
Retail,89385
Retail,7103
Retail,41156
Finance,48132
Retail,115908
Retail,60159
Retail,71552
Finance,44272
Retail,36318
Finance,11818
Retail,24505
Retail,10307
Retail,79941
Retail,121863
Retail,4722
Retail,12558
Finance,38658
Retail,20194
Finance,21348
Finance,43677
Retail,70042
Finance,24231
Retail,1364
Retail,3952
Retail,13345
Retail,35972
Finance,41606
Retail,32807
Retail,17581
Finance,126661
Retail,80912
Finance,26062
Finance,76391
Retail,16810
Retail,9683
Finance,28945
Finance,72921
Finance,6938
Finance,6188
Finance,40611
Retail,15548
Finance,106823
Finance,13041
Finance,71801
Finance,20297
Retail,73540
Retail,37011
Retail,11642
Finance,21377
Retail,4875
Retail,28368
Finance,20550
Finance,1155
Finance,20827
Finance,18750
Finance,46188
Retail,120724
Finance,64454
Retail,12930
Retail,37705
Retail,55619
Retail,7696
Retail,114103
Finance,106992
Retail,58833
Retail,12681
Finance,30263
Finance,4994
Finance,2046
Finance,7709
Finance,47879
Finance,22353
Finance,68412
Retail,143463
Retail,16739
Retail,49826
Retail,47658
Retail,145812
Retail,282352
Finance,8626
Retail,9441
Retail,71443
Finance,27854
Finance,10334
Retail,4124
Retail,117598
Finance,19050
Finance,6516
Retail,61083
Finance,52860
Finance,147301
Finance,31831
Finance,6957
Retail,36977
Retail,73282
Finance,56946
Retail,89381
Finance,64117
Finance,27271
Finance,20156
Retail,68178
Finance,31051
Retail,7465
Finance,850
Finance,27112
Finance,25762
Retail,18896
Finance,6549
Retail,9956
Retail,17737
Retail,893
Retail,33621
Retail,36328
Finance,826
Finance,13626
Finance,1319
Finance,54167
Finance,6226
Finance,136237
Retail,69583
Retail,34239
Finance,11631
Retail,10316
Finance,2774
Finance,52955
Retail,20709
Retail,51206
Retail,20006
Finance,34124
Retail,73248
Finance,106712
Retail,100600
Finance,6946
Retail,16831
Retail,139303
Retail,83840
Finance,38913
Retail,13982
Finance,20299
Finance,46172
Finance,77377
Retail,50580
Finance,49197
Finance,54198
Retail,49624
Retail,77858
Retail,3637
Retail,140347
Finance,7431
Retail,117041
Finance,18346
Finance,34633
Finance,7523
Retail,21267
Finance,12212
Retail,8678
Retail,56542
Retail,51279
Finance,76672
Finance,25768
Retail,57103
Retail,10092
Retail,56675
Finance,8448
Retail,14117
Retail,45027
Finance,37985
Retail,47985
Retail,4354
Finance,23346
Retail,36922
Finance,19663
Finance,25638
Retail,12850
Retail,10471
Retail,60025
Retail,21194
Finance,11826
Retail,59335
Finance,84448
Retail,31955
Finance,1566
Retail,78373
Retail,18950
Finance,27519
Finance,7830
Finance,39889
Retail,6733
Finance,3159
Finance,40193
Retail,25091
Finance,12430
Retail,81289
Retail,1042
Retail,17965
Finance,30621
Retail,29237
Retail,3634
Retail,3665
Retail,6698
Retail,147824
Retail,31614
Finance,36532
Finance,8993
Retail,39833
Retail,85219
Retail,216991
Finance,17345
Retail,16599
Retail,36756
Finance,20712
Retail,8866
Retail,188184
Retail,33187
Retail,22040
Retail,10480
Retail,43464
Retail,14729
Finance,9755
Retail,78656
Retail,15140
Retail,45332
Retail,82344
Finance,55117
Retail,45447
Finance,23506
Retail,36439
Finance,70397
Finance,8942
Retail,27605
Retail,109811
Retail,67752
Retail,3823
Retail,8400
Finance,12021
Finance,203820
Retail,30529
Retail,46345
Finance,3759
Retail,47851
Retail,28077
Finance,4102
Finance,210525
Retail,160559
Retail,46581
Finance,45681
Finance,155869
Retail,15313
Retail,9952
Finance,33325
Retail,46102
Finance,39414
Retail,30672
Retail,38264
Finance,128428
Finance,14382
Retail,63828
Finance,87761
Finance,56638
Finance,38982
Retail,71140
Retail,18439
Retail,87451
Finance,13884
Finance,85992
Finance,22693
Finance,8131
Finance,61059
Retail,58123
Retail,91695
Retail,80232
Retail,82863
Finance,256849
Retail,17945
Retail,95864
Retail,1969
Retail,11421
Retail,35305
Finance,14334
Retail,4084
Retail,42417
Retail,85961
Finance,1712
Finance,19206
Retail,72124
Finance,1560
Retail,59229
Retail,12357
Finance,32305
Finance,19857
Finance,11829
Retail,27134
Retail,6581
Retail,14588
Finance,104446
Finance,2908
Retail,35257
Retail,37390
Finance,5323
Retail,45951
Finance,76006
Retail,19682
Finance,32429
Retail,40805
Finance,4077
Finance,47563
Finance,1885
Finance,73684
Retail,5939
Finance,26036
Finance,61505
Finance,14482
Finance,4488
Finance,1354
Finance,10753
Finance,35097
Finance,40088
Retail,6258
Retail,18463
Finance,38077
Finance,82391
Retail,48597
Finance,69723
Finance,60096
Finance,62925
Retail,151288
Finance,12122
Finance,34448
Retail,13523
Retail,72473
Finance,154335
Finance,58231
Retail,14726
Retail,8508
Retail,20215
Retail,137211
Finance,19769
Finance,3750
Finance,5298
Retail,598
Retail,18974
Retail,145256
Finance,71452
Finance,20387
Retail,22690
Finance,118136
Finance,10067
Retail,55749
Retail,10169
Finance,112661
Retail,28956
Finance,48147
Retail,10863
Retail,82365
Retail,58544
Finance,14477
Retail,1723
Retail,7579
Finance,1687
Finance,28370
Finance,21277
Finance,41534
Retail,60440
Retail,72202
Retail,3143
Retail,6408
Retail,280
Retail,287
Finance,63593
Retail,7458
Retail,35397
Retail,154417
Finance,18018
Retail,1946
Retail,532
Retail,2411
Finance,45773
Finance,91071
Retail,121702
Finance,13085
Retail,67067
Finance,1102
Retail,172879
Finance,1497
Finance,55058
Finance,23566
Finance,89701
Finance,9948
Finance,20465
Retail,78307
Finance,8243
Finance,37846
Finance,80250
Finance,47167
Finance,21484
Finance,120553
Finance,74277
Retail,24540
Retail,55761
Finance,11200
Retail,37018
Finance,34393
Retail,2453
Retail,22840
Retail,90229
Finance,172055
Retail,11164
Retail,600
Finance,37685
Finance,46174
Retail,17441
Finance,6027
Finance,54831
Finance,51546
Retail,90787
Retail,8346
Finance,5489
Retail,14056
Finance,50214
Finance,1233
Retail,7320
Retail,7073
Finance,67121
Retail,906
Retail,5117
Retail,17828
Retail,26671
Finance,25575
Finance,37375
Retail,477
Retail,7814
Retail,47029
Finance,25975
Finance,20033
Retail,80956
Retail,168070
Retail,2001
Retail,12467
Finance,59374
Retail,2892
Finance,30526
Finance,68823
Finance,12787
Retail,8714
Retail,64130
Finance,3138
Retail,27588
Retail,55609
Finance,275
Finance,140322
Finance,28919
Retail,6105
Retail,47905
Finance,29191
Retail,29167
Finance,31044
Retail,40036
Retail,30237
Finance,526
Finance,62143
Finance,8969
Retail,132077
Finance,8447
Retail,74790
Finance,26498
Retail,6703
Retail,40438
Retail,119004
Finance,52613
Finance,59811
Retail,17435
Retail,3755
Retail,136546
Retail,39739
Finance,59275
Finance,48679
Retail,38065
Finance,53157
Finance,113952
Retail,37662
Finance,10350
Retail,163335
Finance,23358
